video_id,cvt_per_day,weighted_categorical_position,weighted_horizontal_poition,import_id,release_year,genres,imdb_votes,budget,boxoffice,imdb_rating,duration_in_mins,metacritic_score,awards,mpaa,star_category
286445,4923.807654,4,28,lionsgate,2009,"Adventure,Fantasy",965,0,0,3.799999952,92.20616667,0,no award,NotRated,1.5
381042,4920.033142,13,13,mgm,1989,"Thriller,Drama",8543,1500000,8551228,6.400000095,130.6806,56,no award,R,2.9
302158,4902.602654,7,27,mgm,1994,"Comedy,Drama,Romance",14506,1500000,8551228,7.800000191,124.3166667,57,Oscar,NotRated,1.142857143
301335,4880.312438,5,33,lionsgate,1998,"Comedy,Crime",1181,0,0,3,100.5686833,0,no award,PG-13,2
376166,4872.498371,3,24,lionsgate,2003,"Action,Crime,Drama,Thriller",847,0,0,4.400000095,86.09798333,0,other award,R,2.133333333
303152,4872.000276,8,35,paramount,1981,"Horror,Mystery,Thriller",13510,1500000,8551228,6.199999809,90.45836667,57,no award,R,1
386215,4859.570287,12,19,other,2006,Drama,9,100000,0,5,80.28453333,0,no award,R,0
312189,4856.96422,7,48,mgm,1996,"Action,Crime,Drama,Thriller",1175,4800000,3014000,5.699999809,99.00115,0,no award,R,0
321871,4844.878193,4,41,lionsgate,2011,"Horror,Thriller",666,0,0,3.5,88.5685,0,other award,R,1
284003,4842.536895,20,18,lionsgate,2001,"Anime,Action,Animation",2114,0,0,6,93.06961667,0,no award,NotRated,1
386255,4826.562232,10,52,other,2014,Drama,13,50000,0,7.5,93.85435,0,other award,NotRated,1
376145,4820.762691,3,21,lionsgate,2011,"Kids & Family,Sport",3357,5000000,204068,6.5,120.67235,56,other award,PG-13,1.975
255773,4814.634769,4,16,other,2012,Thriller,4231,1500000,8551228,5.900000095,90.15,57,other award,NotRated,1
302719,4811.461556,4,17,mgm,1996,"Drama,Crime,Mystery,Thriller",13610,29000000,11500000,6.199999809,106.8549333,57,other award,R,2.12962963
341687,4808.81596,11,20,lionsgate,2016,Documentary,4837,5000000,13096535,5.5,106.6968681,2,other award,PG-13,1.15
369846,4807.175618,3,30,lionsgate,2016,Action,228,1000000,0,3.700000048,80.13475,0,no award,R,1.5375
30821,4799.7598,13,17,other,2009,Drama,2710,1500000,0,6.300000191,91.83571667,0,other award,NotRated,0
316467,4797.387412,4,27,lionsgate,2003,"Drama,Thriller",1939,0,0,6.5,99.78381667,0,other award,R,2.4125
321110,4789.062755,9,19,lionsgate,2014,"Animation,Action,Adventure",221,7000000,0,5.699999809,45.18766667,0,no award,NotRated,0
303005,4784.942634,6,28,mgm,1977,"Sci-Fi,Horror,Drama,Fantasy,Thriller",4407,1500000,8551228,5.900000095,113.3927333,57,no award,PG,1.916666667
286061,4781.276531,4,19,other,2014,"Thriller,Horror,Independent",248,0,0,3.400000095,95.85,0,other award,NotRated,0
283859,4780.307054,14,57,lionsgate,2009,"Comedy,Kids & Family",73,650000,0,4.599999905,97.98333333,0,no award,NotRated,1
302254,4779.414281,9,39,mgm,1959,"Action,Adventure,Drama,Documentary,Romance,War",2155,5000000,0,6.199999809,141.557,0,other award,NotRated,1.75
316465,4774.416959,10,14,lionsgate,2005,"Music,Documentary",2913,0,0,7.099999905,86.62698333,74,other award,PG-13,0
348941,4771.392427,5,17,lionsgate,2012,"Comedy,Romance,Drama",14415,1500000,8551228,7.199999809,108.8817929,78,other award,PG-13,1.294444444
327245,4770.860234,3,15,other,2005,"Thriller,Crime,Drama",537,1100000,0,4.699999809,109.6272,0,other award,R,1.6625
302331,4770.162033,8,30,mgm,1966,"Western,Action",2871,0,0,5.5,95.83195,0,no award,NotRated,1.333333333
310146,4760.125118,9,34,mgm,1959,"War,Drama,Action",3411,0,0,7.099999905,97.93155,0,no award,NotRated,0
302253,4758.904069,6,32,mgm,1989,"Horror,Comedy",5319,1500000,8551228,5.300000191,79.45461667,57,no award,R,1
302252,4749.042622,6,35,mgm,1988,"Horror,Comedy",7475,1500000,8551228,5.800000191,80.12403333,57,no award,R,1
330575,4748.158204,3,16,other,2009,"Drama,Romance,Independent,Comedy",199,0,0,5.099999905,86.49808333,0,other award,NotRated,0
312184,4741.372984,8,10,mgm,1978,"Documentary,Music",13510,1500000,8551228,8.199999809,117.22995,88,other award,PG,2
343308,4738.886967,5,25,lionsgate,2010,"Horror,Thriller,Drama",5167,1500000,8551228,5.900000095,85.61964743,57,no award,PG-13,1.307142857
322723,4730.080324,5,22,other,2014,"Thriller,Independent,Mystery",564,0,0,3.599999905,99.23075,0,no award,R,1
389517,4728.15733,4,14,mgm,2001,"Comedy,Action",5845,13000000,28399192,5.400000095,89.22275,50,other award,PG,1.1625
255768,4720.394309,14,16,other,1987,"Action,Independent,Comedy,Thriller",21111,1500000,8551228,7.599999905,100.45,57,other award,PG-13,3.666666667
368736,4718.427885,6,23,other,2014,Thriller,678,0,0,5.400000095,96.19035,0,other award,NotRated,1
305822,4708.072403,4,18,mgm,1987,"Crime,Thriller,Mystery",17384,1500000,8551228,7.300000191,101.7199333,57,Golden Globe,R,1.7
278534,4704.876689,9,28,paramount,1999,"Drama,Horror",11284,30000000,11900000,5.5,99.59233333,57,other award,R,2.383333333
376041,4700.507139,3,29,lionsgate,2012,"Action,Drama",296,0,0,3.200000048,98.38456667,0,other award,R,1.02
318749,4686.426691,15,6,mgm,1990,"Action,Comedy,Drama",134,0,0,5.5,95.62715,0,no award,R,1
314149,4678.054438,2,29,other,2013,"Drama,Foreign/International,Romance",365,0,0,5.599999905,84.13135358,0,other award,NotRated,0
379486,4678.031876,7,34,other,2013,Horror,1443,0,0,1.899999976,85.34378333,0,no award,NotRated,0
321252,4677.507242,6,51,other,2013,"Horror,Thriller",1589,0,0,4.800000191,85.03835,0,no award,NotRated,2
283902,4658.759592,3,40,lionsgate,2009,Comedy,1651,1000000,0,2.799999952,84.85,0,no award,R,1
326887,4658.70471,26,17,lionsgate,2010,"Action,Drama",820,6500000,0,7,182.8439333,0,no award,PG-13,1.021428571
358078,4648.742637,3,34,other,2001,"Comedy,Romance",16158,22000000,11560259,5.800000191,86.24735847,52,other award,R,1.666666667
342061,4644.623532,9,36,other,2014,"Comedy,Kids & Family",474,0,0,5.5,87.19988333,0,other award,NotRated,1
292301,4642.686866,4,31,lionsgate,2013,"Thriller,Fantasy,Horror",940,5000000,0,4.400000095,92.61213333,31,no award,R,1.044444444
348301,4640.423531,12,19,lionsgate,2010,"Fantasy,Adventure,Action",1303,0,0,3.799999952,89.43500167,0,no award,NotRated,1.071428571
326983,4623.262231,4,45,other,2008,Comedy,2762,0,0,4.400000095,90.3148,0,no award,R,3
302327,4614.180197,4,30,mgm,1969,"Western,Action",1789,0,0,5.699999809,105.8739167,0,no award,G,1.5
355107,4612.763792,6,21,lionsgate,2008,"Action,Comedy,Horror",5376,1500000,8551228,6,85.17328263,46,other award,R,1.575
327214,4612.455259,7,30,other,1998,"Thriller,Horror",799,2000000,0,2.799999952,100.0093,0,no award,R,1.925
339875,4599.441874,6,33,lionsgate,2013,"Horror,Mystery",4546,1500000,8551228,5.800000191,92.42008333,57,no award,R,1
376123,4596.444103,6,12,lionsgate,2013,"Action,Sci-Fi",1045,0,0,5.800000191,88.09095,0,other award,R,1
376038,4591.599616,3,16,lionsgate,2008,"Music,Drama",223,250000,0,3.799999952,84.85713333,0,no award,R,1
362096,4590.643217,4,31,other,2001,Horror,900,0,0,3.299999952,89.75355278,0,no award,R,1.575
376052,4589.923076,9,14,lionsgate,1975,"Drama,Sci-Fi",19112,1500000,8551228,6.699999809,139.1231833,81,other award,R,1.244444444
384101,4574.343077,8,13,other,2017,Documentary,0,0,0,0,91.36728333,0,no award,NotRated,0
306818,4574.327651,11,33,paramount,1986,"Horror,Sci-Fi,Mystery,Fantasy",5700,12000000,4884663,5.5,99.57723333,57,other award,PG,1.666666667
289819,4571.222608,7,16,lionsgate,2005,"Comedy,Animation,Kids & Family",328,2500000,0,4.300000191,44.8394,0,other award,PG,2.0375
339877,4568.323862,4,21,lionsgate,2013,"Action,Adventure,Horror",3250,0,0,6.400000095,79.63678123,0,other award,R,1.058823529
303721,4566.35412,8,24,other,2012,"Animation,Adventure,Kids & Family,Action",192,0,0,6.199999809,73.56655,0,no award,NotRated,0
302429,4555.587975,6,29,lionsgate,1991,"Romance,Comedy",695,0,0,5.400000095,90.60318333,0,no award,PG,1.883333334
342042,4546.956336,5,13,other,2013,"Romance,Drama,Kids & Family",842,0,0,5.599999905,87.25045,0,no award,NotRated,2
178071,4544.582934,4,32,other,2007,"Horror,Thriller,Mystery",1417,700000,0,3.5,81.71666667,0,no award,R,1.5
321859,4540.393853,6,22,lionsgate,2012,"Mystery,Horror,Thriller",5347,500000,8551228,6.599999905,89.45828333,57,no award,R,1.23125
339874,4535.128767,5,24,lionsgate,2013,Horror,3626,1500000,8551228,5.099999905,86.59631853,57,no award,R,1.076923077
380590,4532.41707,4,15,other,2005,Thriller,13439,4000000,7825820,5.900000095,80.85395,51,other award,R,1.78
386136,4531.864732,5,34,other,2013,Drama,19,100000,0,7.900000095,102.1036,0,no award,NotRated,0
17416,4522.161689,3,18,other,2002,"Comedy,Kids & Family,Independent,Sci-Fi",172,0,0,6.300000191,96.78333333,0,other award,PG,0
306934,4516.514038,10,25,mgm,1963,"Comedy,Romance",13362,5000000,8551228,7.400000095,143.0347167,57,Oscar,NotRated,2.366666667
376100,4514.066047,3,26,lionsgate,1998,Action,1093,0,0,4,93.16193333,0,no award,R,1.666666667
314068,4510.427319,5,39,other,2014,"Horror,Thriller,Mystery",1464,0,0,5.599999905,87.3687,0,other award,NotRated,1.75
304809,4510.343015,13,22,mgm,1971,"Western,Comedy,Romance",3953,1500000,8551228,6.900000095,92.3717,57,no award,G,1.575
314141,4506.045365,2,18,other,2011,"Drama,Foreign/International,Independent",240,0,0,5.800000191,100.552636,0,other award,NotRated,0
382230,4486.959834,8,18,other,2014,"Kids & Family,Drama",1043,0,0,7.199999809,89.07605,0,other award,PG,1.85
301342,4485.550558,5,22,lionsgate,2012,Horror,4700,1500000,8551228,5.699999809,96.18333333,57,other award,R,1.633333333
301346,4484.616764,3,43,lionsgate,2011,Comedy,2707,1150000,0,3,90.95,0,no award,R,1.875
280521,4482.42649,7,30,other,1992,"Drama,Mystery,Romance",1179,0,0,5.400000095,105.3666667,0,other award,R,2.8
377058,4461.651658,3,26,other,1977,"Action,Adventure",2196,1000000,18328000,5,95.8764,0,no award,PG,2
339884,4456.661521,16,7,lionsgate,2011,"Action,Animation,Fantasy,Adventure,Sci-Fi",3999,1500000,8551228,6.400000095,76.92762207,57,no award,NotRated,1.055555556
382207,4455.412796,4,17,other,2015,Thriller,76,0,0,4.800000191,92.9068,0,no award,NotRated,1
307571,4451.138521,17,8,paramount,1953,"Drama,Action,Adventure,War",44495,1661530,8551228,8,120.5665333,57,Oscar,NotRated,2.075
20120,4444.509381,6,29,other,2008,"Drama,Horror",207,0,0,4.400000095,101.9933833,0,no award,R,1.35
302744,4437.472585,5,29,mgm,1958,"Action,Adventure,Drama",9954,5000000,8551228,7.099999905,116.0675,57,other award,NotRated,2.145833333
387155,4435.16443,6,20,other,2016,"Romance,Drama",328,0,0,6,93.54235,0,other award,NotRated,0
314503,4434.219834,4,15,other,2012,"Horror,Drama,Thriller,Mystery",5827,1500000,8551228,5.5,84.47765,60,other award,R,1
286048,4433.866326,8,24,other,2014,"Adventure,Comedy,Kids & Family",49,100000,0,7.5,106.9833333,0,other award,NotRated,2.175
380822,4431.347119,5,43,other,2016,Horror,210,0,0,3.200000048,96.25136667,0,no award,NotRated,1
268522,4429.625652,9,38,paramount,2004,"Drama,Crime,Mystery,Thriller",7740,1500000,8551228,5.900000095,103.0611167,56,other award,R,2.016666667
300168,4429.496553,3,29,lionsgate,2014,Comedy,1140,0,0,4.300000191,95.63101667,19,no award,R,1.425
380519,4422.754716,4,17,lionsgate,2000,"Drama,Thriller,Comedy",7398,1000000,8551228,6.800000191,88.22093333,77,other award,R,2.443333333
303184,4406.782036,10,23,mgm,1974,"Action,Adventure,Crime,Thriller",21178,5000000,8551228,7.699999809,104.4294833,68,BAFTA,R,1.922222222
302694,4404.139584,8,28,mgm,2009,Kids & Family,197,1000000,0,4.900000095,95.49705,0,other award,G,1
283879,4383.200493,4,22,lionsgate,2006,"Thriller,Drama,Horror,Independent",14583,1500000,8551228,6.400000095,97.51406667,57,other award,NotRated,1.14
327237,4374.008558,5,20,other,1997,"Comedy,Kids & Family,Fantasy",182,0,0,4.800000191,90.668,0,no award,G,0
307558,4369.444734,9,26,paramount,2006,"Drama,Romance",8257,1500000,8551228,5.800000191,116.9987833,58,other award,R,3.1
15653,4363.434676,2,32,other,2010,"Comedy,Drama,Romance",202,500000,0,3.599999905,83.88333333,0,no award,R,0
363247,4360.92297,10,23,lionsgate,2013,"Animation,Action,Adventure",445,0,0,3.200000048,88.79486667,0,no award,PG,1.77
302243,4360.849831,9,31,mgm,2000,"Romance,Drama,Western",5435,1500000,8551228,6.5,121.2058167,62,other award,R,1.98
343297,4357.676189,8,33,other,2015,"Drama,Kids & Family",0,0,0,0,89.40954843,0,no award,NotRated,0
302536,4341.227569,6,36,lionsgate,2015,"Romance,Comedy",258,0,0,3.700000048,105.9166667,0,no award,R,1
305836,4333.994119,7,20,mgm,2007,"Comedy,Musicals,Romance",10403,1500000,8551228,6.300000191,106.3732,55,other award,R,2.233333333
382232,4321.320029,5,10,other,2015,"Romance,Comedy",243,0,0,6.099999905,88.86413333,0,no award,NotRated,1.5
316460,4316.649406,4,31,lionsgate,1989,Comedy,10822,200000,8551228,1.899999976,97.46111667,57,no award,R,2.9
394362,4297.413282,34,8,other,2017,Comedy,632,50000,0,6.300000191,97.42728333,0,no award,NotRated,0
378798,4295.008204,3,17,other,2010,"Thriller,Crime",590,500000,0,4.199999809,84.90155,0,no award,NotRated,1
304796,4274.2339,7,18,mgm,1999,"Drama,Romance",11764,60000000,22326247,5.900000095,128.8595833,40,no award,PG-13,2.402777778
357437,4273.963947,3,28,other,2007,Horror,610,0,0,4.199999809,107.2745333,0,no award,NotRated,0
305419,4271.263889,8,17,paramount,2005,"Drama,Romance,Thriller",4294,1500000,8551228,6.199999809,99.81756667,51,other award,R,1.644444444
302818,4266.726465,9,27,lionsgate,1993,Sci-Fi,1508,5000000,0,4.5,98.41666667,0,no award,PG-13,1
305844,4258.124017,5,28,mgm,1987,"Comedy,Fantasy,Horror,Sci-Fi",8830,3000000,7888703,3.200000048,94.35146667,8,no award,PG,2.566666667
386219,4251.510222,10,54,other,2014,Drama,12,0,0,7.099999905,89.06976667,0,no award,NotRated,0
392045,4247.045346,6,37,other,2006,Action,18,0,0,4.900000095,81.90003333,0,no award,R,0
376048,4246.84488,6,14,lionsgate,2013,Drama,226,4500000,0,3.400000095,77.85888333,0,no award,R,1.238541667
378791,4238.226351,5,31,other,2009,"Horror,Thriller",2353,0,0,5,77.48381667,0,no award,NotRated,0
376121,4234.218018,3,33,lionsgate,2005,Comedy,4687,5000000,8551228,2.200000048,86.17028333,57,no award,R,1.0875
302153,4224.371986,9,15,mgm,1992,"Drama,Romance,Comedy",15953,1500000,8551228,6.900000095,101.6629333,57,no award,PG,1.575
345994,4218.971617,12,12,mgm,1991,"Comedy,Romance",104,0,0,2.700000048,88.2004,0,no award,R,1
327226,4211.356022,13,15,other,2009,Drama,49972,1500000,8551228,7.300000191,122.6371833,81,other award,NotRated,2.116666667
313903,4208.203445,4,21,lionsgate,2012,"Thriller,Mystery,Drama",1240,10000000,0,3.700000048,94.06915,0,no award,R,0
286595,4204.258067,8,25,lionsgate,2009,"Kids & Family,Animation,Fantasy",526,5500000,0,6.400000095,88.4,0,other award,G,2.175
366226,4203.529916,5,21,other,2005,Thriller,449,0,0,5.400000095,89.32968333,0,no award,NotRated,0
307861,4197.81031,17,48,paramount,1982,"Drama,Romance",1960,0,0,5.099999905,104.3117833,0,no award,R,1.116666667
376158,4197.597466,3,19,lionsgate,2002,Thriller,283,0,0,5.199999809,92.0873,0,no award,NotRated,1.2
322946,4196.26486,13,17,paramount,1968,"Drama,Romance",24529,1500000,8551228,7.599999905,138.22575,57,Oscar,PG,1
327040,4183.713713,4,40,other,2015,"Horror,Independent,Thriller",263,0,0,3.299999952,90.08251667,0,no award,NotRated,0
382242,4180.751852,7,17,other,2016,"Sci-Fi,Comedy,Action",309,0,0,4.300000191,98.30875,0,no award,NotRated,0
394879,4179.559953,8,35,other,2013,"Adventure,Holiday,Comedy",0,0,0,0,87.46176667,0,no award,NotRated,0
305017,4178.065003,9,15,mgm,1971,"Western,Drama",1813,1600000,0,6.5,110.9541833,0,no award,R,2.566666667
284014,4176.36404,4,18,lionsgate,2008,"Adventure,Action,Comedy,Documentary",6875,38000000,8551228,4.800000191,97.08535,57,no award,R,2.4
368733,4174.460368,2,17,other,2016,Comedy,54,0,0,6.099999905,77.22275,0,other award,NotRated,0
363141,4174.038414,3,24,other,2016,Action,12,1000000,0,4.5,86.14246667,0,no award,NotRated,0
386254,4171.538991,7,43,other,2005,Comedy,37,0,0,3,85.02716667,0,no award,NotRated,0
326984,4150.781216,9,26,other,2015,"Kids & Family,Animation",25,0,0,5.099999905,71.0156,0,no award,NotRated,2
283890,4146.302402,4,19,lionsgate,2006,"Thriller,Horror,Comedy,Crime",597,0,0,3.799999952,89.95,0,no award,NotRated,1.666666667
272773,4143.334753,4,17,other,1980,Western,515,0,0,6.199999809,95.65,0,other award,NotRated,0
321122,4141.318595,10,21,lionsgate,1969,"Fantasy,Action,Adventure,Kids & Family,Comedy",14646,1500000,8551228,3.200000048,92.04688333,57,no award,G,1.176470588
301153,4141.085963,6,26,mgm,1989,"Sci-Fi,Horror,Mystery,Thriller",14091,25000000,15704614,5.800000191,98.02458333,57,other award,R,2.09
149545,4136.796435,14,11,other,2009,"Drama,Comedy",52312,1500000,8551228,7.300000191,96.91693333,73,Oscar,NotRated,1.666666667
312564,4135.587768,13,27,other,2008,"Documentary,Crime",2390,0,0,6.900000095,93.51231667,0,other award,NotRated,3
394821,4135.351945,34,12,other,2010,"Comedy,Crime",0,0,0,0,81.53998333,0,no award,NotRated,0
348096,4132.900915,6,47,lionsgate,2007,"Horror,Crime,Drama,Mystery,Thriller",1674,1500000,0,3.700000048,89.52624237,0,no award,R,1.083333333
382240,4123.872953,7,18,other,2014,"Drama,Action",111,0,0,2.900000095,84.7404,0,no award,NotRated,0
306840,4121.641722,10,51,paramount,1985,"Action,Crime,Drama,Thriller,Adventure",10912,9000000,8551228,5.900000095,90.09691667,57,no award,R,2.216666667
377056,4111.740828,5,19,other,2012,Thriller,156,0,0,5.599999905,92.45845,0,other award,NotRated,0
303021,4111.13838,4,27,mgm,1978,"Drama,Crime,Thriller,War,Mystery",1994,0,0,6.800000191,126.26115,0,other award,R,1.7
314262,4103.826822,11,22,other,1955,"Drama,Kids & Family",140,0,0,5.800000191,45.96986667,0,no award,PG,0
289846,4101.017843,4,16,lionsgate,2009,"Thriller,Horror,Mystery",2923,5000000,0,5.099999905,85.25681667,0,no award,PG-13,1.2
255766,4098.301841,10,27,other,1977,Comedy,14533,650000,8551228,6.5,83.47555,57,no award,R,2.8
368738,4098.106366,4,17,other,2016,Thriller,24,0,0,5.5,81.45195,0,no award,NotRated,0
326245,4077.844712,5,6,other,1954,"Thriller,Mystery,Crime",114060,1400000,12562,8.199999809,105.4087833,57,BAFTA,PG,2
283883,4076.573615,15,22,lionsgate,2008,"Independent,Comedy",7,0,0,7,81.46666667,0,no award,R,1
324817,4059.001057,5,45,other,2012,"Sci-Fi,Adventure,Horror",696,2500000,0,3.5,91.72395,0,no award,NotRated,1.333333333
382247,4057.147767,5,20,other,2015,"Romance,Drama,Independent",267,0,0,5.800000191,101.2172,0,other award,PG,2
178062,4047.877983,7,30,other,1992,"Sci-Fi,Adventure,Fantasy",361,0,0,4.900000095,93.65126667,0,no award,PG,1.575
391687,4047.637498,8,44,other,2016,Drama,0,0,0,0,91.06475,0,no award,NotRated,0
368164,4043.094576,4,15,other,2009,Thriller,167,0,0,4.800000191,88.93345,0,no award,NotRated,1.233333333
313891,4040.623341,13,28,lionsgate,2005,"Action,Drama,Adventure",208,2500000,0,4.400000095,99.56605,0,no award,R,1.25
312169,4028.42116,4,25,mgm,1975,"Action,Comedy,Crime",4059,1500000,8551228,6.099999905,111.33115,57,no award,PG,2.05
283954,4018.778831,3,29,lionsgate,2003,"Thriller,Crime,Horror,Mystery",2506,200000,0,5.099999905,85.58333333,43,other award,R,1
376809,4013.343935,14,9,mgm,2005,"Comedy,Romance",20201,1500000,8551228,4.800000191,98.09606667,21,other award,R,1
302151,3993.434901,3,23,mgm,1989,"Drama,Crime,Mystery,Thriller",3261,3000000,1884315,6.400000095,110.7956833,0,no award,R,1.94375
305433,3993.162553,10,29,paramount,2005,"Comedy,Drama",16563,6800000,49526,7,107.3238,41,other award,R,1.94
382229,3992.250628,3,13,other,2015,Thriller,254,2500000,0,4.900000095,89.36226667,0,other award,NotRated,1.425
283949,3987.597278,4,34,lionsgate,2006,"Horror,Thriller",1143,1200000,0,4.900000095,87.6398,0,no award,R,1.5
333067,3984.724483,5,32,other,2011,"Horror,Comedy",639,0,0,3.599999905,84.38098333,0,no award,NotRated,1.7
283895,3966.159634,4,21,lionsgate,2007,Drama,4532,5000000,14547,6.599999905,100.6443167,50,other award,R,1.666666667
376069,3964.78682,6,35,lionsgate,2009,"Horror,Crime,Romance",535,3000000,0,4.099999905,125.1481,0,no award,R,1.138888889
283631,3957.237731,8,23,other,1976,"Action,Crime,Thriller",34336,150000,8551228,7.400000095,90.9,89,other award,R,1
329425,3947.109404,6,28,lionsgate,2007,"Crime,Drama,Mystery,Sci-Fi,Thriller",86,975000,0,3.400000095,107.33795,0,no award,NotRated,1.2
348098,3930.785332,13,21,lionsgate,2011,"Adventure,Sci-Fi,Action,Horror",1171,0,0,3.299999952,89.69664108,0,no award,NotRated,1.066666667
339885,3929.666784,6,24,lionsgate,2007,"Drama,Horror,Thriller",3379,4200000,0,4.900000095,94.41528195,0,no award,R,1.1875
302323,3908.56759,10,27,mgm,2004,"Drama,Kids & Family,Fantasy",1368,0,0,6.099999905,99.15818333,48,no award,PG,1.571428571
356402,3905.06222,4,49,other,2005,Comedy,11843,12000000,8551228,6.300000191,107.7931667,57,other award,PG,1.716666667
388124,3902.344429,35,4,other,1975,"Foreign/International,Action,Adventure",431,0,0,3.900000095,80.60875,0,no award,NotRated,0
376050,3886.079263,9,27,lionsgate,2011,Action,108,0,0,4.699999809,86.22145,0,no award,PG-13,1
301154,3883.664886,9,28,mgm,1986,"Kids & Family,Fantasy,Musicals",551,0,0,7.199999809,85.34801667,0,other award,G,1
281682,3864.864046,13,24,other,2004,Documentary,76,0,0,8.399999619,65.10338333,0,no award,NotRated,0
313894,3855.260965,5,30,lionsgate,1996,"Crime,Horror,Thriller",6734,2500000,8551228,5.199999809,92.61838333,57,other award,R,2.85
326915,3847.584015,7,21,other,2013,"Romance,Drama,Kids & Family",129,0,0,6.099999905,96.80475,0,no award,NotRated,1
313904,3835.505744,4,17,lionsgate,1999,"Music,Mystery,Drama,Romance",3577,1500000,8551228,6.300000191,103.6711,57,other award,PG-13,2.291666667
307865,3831.859958,5,32,paramount,2003,"Comedy,Drama,Crime,Thriller,Foreign/International",6235,1500000,8551228,7.300000191,90.77533333,75,other award,R,2
376464,3831.526665,15,12,lionsgate,2014,Crime,853,0,0,5.900000095,117.1058167,0,no award,R,1
286043,3821.436749,4,30,other,2013,"Action,Drama,Thriller",224,1250000,0,4.599999905,120.0666667,0,no award,NotRated,1.666666667
376807,3812.275832,7,42,lionsgate,2008,"Horror,Thriller",1180,0,0,3,74.61316667,0,no award,R,1
283959,3811.272506,4,33,lionsgate,2011,"Crime,Drama,Horror,Thriller",6834,1500000,8551228,4.800000191,85.46666667,57,other award,NotRated,1
310152,3809.207494,3,18,mgm,1980,"Comedy,Drama",17766,10000000,8551228,7.400000095,88.74515,57,other award,PG,1.666666667
380830,3807.693098,8,19,other,2012,"Sci-Fi,Fantasy",997,0,0,2.299999952,83.68866667,0,no award,R,1.425
320338,3804.367648,2,23,other,2013,"Drama,Romance",632,0,0,5.599999905,90.85875,0,other award,NotRated,1
376054,3803.731288,5,11,lionsgate,2001,Drama,6464,11000000,527019,6.599999905,108.71015,56,other award,R,1.7
302150,3801.173577,3,29,mgm,1991,Drama,484,0,0,5.900000095,93.1,0,no award,NotRated,2.616666667
372441,3798.399268,9,29,other,2011,Drama,236,5000000,0,5,90.18005,0,no award,NotRated,2
46896,3795.333428,14,25,other,1963,"Action,Drama,Western,Comedy,Romance",9958,2000000,8551228,7.300000191,126.7833333,57,other award,NotRated,2.1
283960,3791.543548,4,32,lionsgate,2012,"Thriller,Drama,Mystery",20,0,0,4.5,99.58333333,0,no award,R,1.25
348933,3791.205211,6,28,lionsgate,2012,"Horror,Drama",16450,1500000,8551228,6.099999905,81.25756528,57,other award,NotRated,1.516666667
286027,3789.71865,4,27,other,2014,"Horror,Independent,Drama,Mystery,Thriller",316,2100000,0,3.700000048,111.6262667,3,other award,NotRated,1.95
327445,3777.152354,13,4,mgm,1986,"Drama,Action",1394,0,0,5.599999905,93.04688333,0,no award,R,2.25
305021,3777.132452,10,23,mgm,1980,"Sci-Fi,Horror,Comedy,Thriller,Mystery",7389,3000000,8551228,6.099999905,101.5656167,57,other award,R,1.233333333
334153,3775.796218,11,24,mgm,1960,"Action,Drama,Documentary",7164,4000000,8551228,6.800000191,207.95235,57,Oscar,NotRated,1.633333333
282406,3762.513695,6,33,other,1993,"Sci-Fi,Horror,Comedy,Thriller",5531,1500000,8551228,6.099999905,94.38333333,57,other award,R,1.666666667
377000,3756.168745,5,11,other,2013,Documentary,2000,0,0,7.5,101.6893833,89,other award,PG-13,0
274818,3755.366207,8,22,other,2003,"Animation,Kids & Family",117,0,0,5.699999809,49.06668333,0,other award,G,0
387534,3755.140617,7,30,other,1999,"LGBT,Drama",17,0,0,7.900000095,45.92516667,0,other award,NotRated,0
356528,3754.960841,11,11,mgm,2002,"Documentary,Crime,Drama",128114,4000000,21244913,8,119.8100879,72,Oscar,R,2.566666667
341530,3751.009418,13,34,other,2014,"Documentary,Comedy",919,230000,0,4.900000095,80.6501,50,no award,R,1.5
313919,3748.300087,5,47,lionsgate,2002,"Horror,Sci-Fi,Adventure,Action",2379,570000,0,3.900000095,95.45663333,0,other award,R,0
372433,3743.837831,7,13,other,2011,Drama,245,0,0,6.099999905,90.00688333,0,no award,G,1.933333333
326883,3741.27141,5,33,lionsgate,2007,"Horror,Thriller,Foreign/International",21103,3000000,8551228,6.300000191,108.3167,44,other award,NC-17,1
303000,3735.925393,7,34,mgm,1959,"Comedy,Western,Romance",960,0,0,6.5,92.47736667,0,no award,NotRated,1.75
302145,3731.426919,5,19,mgm,1968,"Action,Adventure,Drama,Documentary,War",2458,8000000,0,6.699999809,130.4598,0,BAFTA,PG-13,1.7
302509,3725.960628,6,34,lionsgate,1988,"Horror,Comedy",8590,1500000,8551228,6.199999809,97.11666667,57,other award,R,1.675
348952,3724.149004,3,38,lionsgate,2000,"Comedy,Drama,Romance",2309,0,0,7.099999905,109.5790235,57,other award,PG-13,2.37
317191,3722.547409,10,32,mgm,1973,"Crime,Drama",969,0,0,6.199999809,94.70315,0,no award,R,2.15
301319,3718.523704,13,27,lionsgate,1999,"Action,Adventure,Romance",914,0,0,2.900000095,93.76666667,0,no award,R,1
342063,3718.029389,4,43,other,2014,"Comedy,Independent,Romance",4083,1500000,8551228,5.599999905,97.19716667,34,no award,NotRated,1.666666667
348950,3716.74815,5,27,lionsgate,1994,"Comedy,Music",3807,1500000,8551228,6.300000191,90.77208875,57,no award,R,1.216666667
